"chuzzlewit::unquestionably";"fawkes::unquestionably"
"mark_tapley::energetic";"mark_tapley::vigorous"
"john::gentleman's";"john::lively"
"john::gentleman's";"tapley::gentleman's"
"john::gentleman's";"tapley::lively"
"john::lively";"tapley::gentleman's"
"john::lively";"tapley::lively"
"tapley::gentleman's";"tapley::lively"
"chuzzlewit::agreeably";"chuzzlewit::particular"
"chuzzlewit::agreeably";"jonas::agreeably"
"chuzzlewit::agreeably";"jonas::particular"
"chuzzlewit::agreeably";"ruth::agreeably"
"chuzzlewit::agreeably";"ruth::particular"
"chuzzlewit::agreeably";"tom::agreeably"
"chuzzlewit::agreeably";"tom::particular"
"chuzzlewit::particular";"jonas::agreeably"
"chuzzlewit::particular";"jonas::particular"
"chuzzlewit::particular";"ruth::agreeably"
"chuzzlewit::particular";"ruth::particular"
"chuzzlewit::particular";"tom::agreeably"
"chuzzlewit::particular";"tom::particular"
"jonas::agreeably";"jonas::particular"
"jonas::agreeably";"ruth::agreeably"
"jonas::agreeably";"ruth::particular"
"jonas::agreeably";"tom::agreeably"
"jonas::agreeably";"tom::particular"
"jonas::particular";"ruth::agreeably"
"jonas::particular";"ruth::particular"
"jonas::particular";"tom::agreeably"
"jonas::particular";"tom::particular"
"ruth::agreeably";"ruth::particular"
"ruth::agreeably";"tom::agreeably"
"ruth::agreeably";"tom::particular"
"ruth::particular";"tom::agreeably"
"ruth::particular";"tom::particular"
"tom::agreeably";"tom::particular"
"john_westlock::bright";"john_westlock::deep"
"john_westlock::bright";"john_westlock::meditation"
"john_westlock::deep";"john_westlock::meditation"
"mark::pleasure";"tapley::pleasure"
"mark::brisk";"mark::expression"
"martin_chuzzlewit::deepest";"martin_chuzzlewit::intensely"
"martin_chuzzlewit::deepest";"martin_chuzzlewit::politeness"
"martin_chuzzlewit::deepest";"tapley::deepest"
"martin_chuzzlewit::deepest";"tapley::intensely"
"martin_chuzzlewit::deepest";"tapley::politeness"
"martin_chuzzlewit::intensely";"martin_chuzzlewit::politeness"
"martin_chuzzlewit::intensely";"tapley::deepest"
"martin_chuzzlewit::intensely";"tapley::intensely"
"martin_chuzzlewit::intensely";"tapley::politeness"
"martin_chuzzlewit::politeness";"tapley::deepest"
"martin_chuzzlewit::politeness";"tapley::intensely"
"martin_chuzzlewit::politeness";"tapley::politeness"
"tapley::deepest";"tapley::intensely"
"tapley::deepest";"tapley::politeness"
"tapley::intensely";"tapley::politeness"
"martin_chuzzlewit::quiet";"tapley::quiet"
"chuzzlewit::silent";"mark::silent"
"chuzzlewit::distant";"martin::distant"
"graham::expression";"mrs_lupin::expression"
"mary::tenderly";"tom_pinch::tenderly"
"pecksniff::gentle";"pecksniff::tender"
"chuzzlewit::constantly";"chuzzlewit::reflection"
"martin::kind";"martin::reflection"
"martin::kind";"martin::selfish"
"martin::reflection";"martin::selfish"
"martin::natural";"martin::remorsely"
"martin::natural";"martin::tenderness"
"martin::natural";"pecksniff::natural"
"martin::natural";"pecksniff::remorsely"
"martin::natural";"pecksniff::tenderness"
"martin::remorsely";"martin::tenderness"
"martin::remorsely";"pecksniff::natural"
"martin::remorsely";"pecksniff::remorsely"
"martin::remorsely";"pecksniff::tenderness"
"martin::tenderness";"pecksniff::natural"
"martin::tenderness";"pecksniff::remorsely"
"martin::tenderness";"pecksniff::tenderness"
"pecksniff::natural";"pecksniff::remorsely"
"pecksniff::natural";"pecksniff::tenderness"
"pecksniff::remorsely";"pecksniff::tenderness"
"tapley::forward";"tapley::just"
"jolly_tapley::retiring";"tapley::retiring"
"pecksniff::loud";"pecksniff::solemn"
"pecksniff::loud";"pecksniff::unmindful"
"pecksniff::solemn";"pecksniff::unmindful"
"chuzzlewit::bright";"chuzzlewit::constantly"
"mr_sweedlepipes::gentlemen";"mrs_gamp::gentlemen"
"mrs_gamp::gentlemen";"mrs_gamp::jealousy"
"mrs_gamp::gentlemen";"sweedlepipe::gentlemen"
"mrs_gamp::gentlemen";"sweedlepipe::jealousy"
"mrs_gamp::jealousy";"sweedlepipe::gentlemen"
"mrs_gamp::jealousy";"sweedlepipe::jealousy"
"sweedlepipe::gentlemen";"sweedlepipe::jealousy"
"mrs_gamp::business";"sweedlepipe::business"
"chuzzlewit::information";"mrs_harris::information"
"bailey::patients";"mrs_gamp::patients"
"bailey::patients";"sweedlepipe::patients"
"mrs_gamp::patients";"sweedlepipe::patients"
"john_westlock::companion";"ruth::companion"
"john::coldly";"westlock::coldly"
"john::foolish";"tom::foolish"
"john::exactly";"john::understand"
"john::exactly";"tom::exactly"
"john::exactly";"tom::understand"
"john::understand";"tom::exactly"
"john::understand";"tom::understand"
"tom::exactly";"tom::understand"
"john_westlock::fervently";"tom::fervently"
"john::accurate";"john::anxious"
"john::accurate";"john::practical"
"john::anxious";"john::practical"
"ruth::tenderness";"ruth::whimsical"
"john::bashful";"john::brightly"
"john::bashful";"john::confused"
"john::bashful";"john::deep"
"john::bashful";"john::sparkling"
"john::brightly";"john::confused"
"john::brightly";"john::deep"
"john::brightly";"john::sparkling"
"john::confused";"john::deep"
"john::confused";"john::sparkling"
"john::deep";"john::sparkling"
"martin::genial";"tom_pinch::genial"
"martin::genial";"tom::genial"
"tom_pinch::genial";"tom::genial"
"martin::fervent";"mary::fervent"
"martin::fervent";"tom::fervent"
"mary::fervent";"tom::fervent"
"pecksniff::amiable";"pecksniff::informed"
"miss_pecksniff::#-particularize";"pecksniff::#-particularize"
"pecksniff::contemplation";"pecksniff::jealousies"
"pecksniff::contemplation";"pecksniff::source"
"pecksniff::jealousies";"pecksniff::source"
"george_chuzzlewit::gentleman";"george_chuzzlewit::gracious"
"george_chuzzlewit::gentleman";"mrs_spottletoe::gentleman"
"george_chuzzlewit::gentleman";"mrs_spottletoe::gracious"
"george_chuzzlewit::gentleman";"pecksniff::gentleman"
"george_chuzzlewit::gentleman";"pecksniff::gracious"
"george_chuzzlewit::gracious";"mrs_spottletoe::gentleman"
"george_chuzzlewit::gracious";"mrs_spottletoe::gracious"
"george_chuzzlewit::gracious";"pecksniff::gentleman"
"george_chuzzlewit::gracious";"pecksniff::gracious"
"mrs_spottletoe::gentleman";"mrs_spottletoe::gracious"
"mrs_spottletoe::gentleman";"pecksniff::gentleman"
"mrs_spottletoe::gentleman";"pecksniff::gracious"
"mrs_spottletoe::gracious";"pecksniff::gentleman"
"mrs_spottletoe::gracious";"pecksniff::gracious"
"pecksniff::gentleman";"pecksniff::gracious"
"augustus::argument";"augustus::manly"
"augustus::impatient--really";"augustus::naturally"
"augustus::impatient--really";"augustus::punctual"
"augustus::naturally";"augustus::punctual"
"mrs_spottletoe::gentleman";"mrs_spottletoe::quick"
"mrs_spottletoe::gentleman";"mrs_todgers::gentleman"
"mrs_spottletoe::gentleman";"mrs_todgers::quick"
"mrs_spottletoe::quick";"mrs_todgers::gentleman"
"mrs_spottletoe::quick";"mrs_todgers::quick"
"mrs_todgers::gentleman";"mrs_todgers::quick"
"augustus::straight";"george_chuzzlewit::straight"
"augustus::straight";"jinkins::straight"
"george_chuzzlewit::straight";"jinkins::straight"
"jinkins::consolation";"pecksniff::consolation"
"pecksniff::shrewish";"tom::shrewish"
"tom::bright";"tom::quicker"
"ruth::impatience";"ruth::thoughtful"
"ruth::impatience";"tom::impatience"
"ruth::impatience";"tom::thoughtful"
"ruth::thoughtful";"tom::impatience"
"ruth::thoughtful";"tom::thoughtful"
"tom::impatience";"tom::thoughtful"
