"" "abandoned" "acceptable" "affectionate" "arbitrary" "assured" "awkward" "bitter" "bold" "brave" "brute" "brutish" "busy" "called" "calm" "careful" "careless" "casual" "casuist" "certain" "charitable" "cheat" "cheerful" "circumspect" "clean" "close" "clumsy" "cold" "coming" "consistent" "constant" "contained" "continent" "continuing" "contrary" "conversation" "cordial" "covetous" "crows" "cunning" "curious" "dainty" "daring" "dashing" "determined" "dexterous" "diligent" "direct" "domestic" "earnest" "easy" "enterprising" "even" "exact" "face" "faithful" "familiar" "fast" "fearful" "feel" "fierce" "fiery" "finish" "firebrand" "firm" "fleet" "formal" "forward" "free" "fresh" "friendly" "game" "general" "generous" "gentle" "grateful" "grave" "hammer" "handsome" "handy" "having" "hearty" "heavy" "helpful" "helpless" "hill" "honest" "hopeless" "humble" "hurried" "impatient" "indefatigable" "indifferent" "insolent" "integrity" "invincible" "irrational" "irresolute" "jealous" "joyful" "keen" "kind" "knowing" "laborious" "leisurely" "lively" "loud" "loving" "lusty" "mathematical" "melancholy" "merciful" "merciless" "merry" "mouth" "natural" "negative" "nimble" "obedient" "obstinate" "officious" "open" "open-mouthed" "original" "pack" "painstaking" "particular" "passionate" "penitent" "pensive" "plain-dealing" "pleasant" "positive" "prophetic" "quick" "quiet" "rapid" "rash" "rebellious" "refractory" "regardless" "religious" "reserved" "resolved" "righteous" "ringleader" "rough" "rowing" "rude" "rusty" "sad" "sagacious" "second" "sensible" "serene" "serious" "severe" "shy" "silent" "simple" "sincere" "slacker" "slow" "smooth" "sober" "sociable" "soft" "spirit" "steady" "steep" "steer" "stern" "stiff" "still" "straight" "strict" "strong" "subtle" "sudden" "sufficient" "sure" "surly" "sweet" "swift" "tender" "thankful" "thorough" "thoughtless" "toward" "true" "trusty" "ugly" "uncertain" "unfaithful" "unhappy" "unthinking" "vain" "vicious" "vigilant" "violent" "voracious" "weak" "wise" "willing" "unkindly" "vindictive" "ticklish" "tough" "urgent" "venturous" "unthankful" "whimsical" "wiser" "tractable"
"sudden" 0 0 0 0 0 0 0 1 0 0 0 1 7 4 0 0 1 1 1 1 0 0 0 1 3 1 0 7 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 3 0 5 1 0 0 0 3 0 1 0 1 0 0 1 1 0 4 0 2 1 0 0 0 1 0 1 0 0 0 10 2 5 0 0 3 1 1 1 0 2 0 0 0 0 0 0 0 0 0 0 6 3 0 0 0 2 1 0 0 0 0 1 0 1 0 0 1 0 0 0 5 0 0 0 0 3 0 0 1 0 1 0 0 0 1 0 0 0 0 0 2 1 8 0 0 2 0 0 0 0 0 4 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 2 1 0 1 4 0 0 2 1 4 0 0 0 2 0 0 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"sufficient" 1 0 0 0 1 0 0 0 0 0 0 1 4 2 1 1 0 0 3 0 0 1 0 0 4 1 1 3 0 3 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 2 0 0 2 0 10 1 2 1 1 1 0 0 0 0 1 0 0 0 0 4 0 0 1 1 3 0 0 0 1 0 1 1 7 0 1 0 0 6 1 0 0 0 1 1 1 0 0 0 0 0 1 0 0 7 1 0 0 0 1 0 0 1 3 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 6 1 0 1 0 0 0 0 0 1 0 0 0 0 1 2 0 10 0 0 1 1 0 1 0 0 2 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 2 0 5 0 1 3 0 1 0 6 0 0 1 0 4 0 0 0 4 1 1 0 0 2 0 1 0 0 1 0 0 1 1 0 0 0 1 1 0 0 1 1 0
"sure" 0 0 0 0 4 1 1 0 0 0 0 2 14 4 0 0 0 0 9 0 0 3 1 1 10 0 2 8 0 4 1 1 2 4 2 1 0 1 0 0 1 1 1 1 0 0 0 0 2 10 0 14 2 4 3 3 5 0 0 0 0 0 0 0 1 0 6 1 5 1 0 1 0 1 1 1 1 4 0 19 2 3 0 0 13 5 1 1 3 1 0 1 1 0 1 0 1 0 0 0 12 3 0 0 0 3 0 0 0 0 0 3 2 3 0 0 0 1 0 0 4 1 0 0 0 7 2 1 1 0 3 0 1 0 3 0 1 0 0 1 2 0 16 0 1 1 0 0 1 0 0 6 3 1 4 2 0 0 1 1 0 0 1 0 0 1 1 0 0 1 2 0 11 0 0 5 0 4 6 0 0 0 0 2 9 0 0 0 7 0 1 0 1 0 0 3 0 0 0 0 2 0 5 1 0 0 0 1 0 1 1 0 0
"surly" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sweet" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
"swift" 1 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 2 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 3 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 1 0 1 1 2 1 0 0 0 0 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"tender" 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"thankful" 1 0 0 0 2 0 0 0 0 0 0 1 7 2 0 0 1 1 3 0 0 2 0 0 5 0 1 6 0 0 0 0 0 2 2 0 1 1 0 1 1 1 0 0 0 0 0 1 1 7 0 14 1 3 1 1 1 0 1 1 1 0 0 0 1 0 2 0 1 0 0 3 0 1 0 0 0 4 0 9 1 4 0 0 5 2 1 2 2 2 0 0 1 0 0 0 0 0 0 0 6 2 1 0 2 0 1 0 1 1 0 1 0 1 0 1 0 1 0 0 3 0 0 1 0 6 2 1 2 0 1 1 0 0 1 0 0 0 0 0 1 1 4 0 0 0 0 0 1 1 0 3 1 1 2 0 0 1 1 1 0 0 2 0 1 1 0 0 0 0 0 0 4 1 0 4 0 4 4 9 1 0 1 0 0 0 0 0 6 1 1 0 0 0 0 0 0 0 2 0 0 1 2 0 0 0 0 0 0 0 1 0 0
"thorough" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"thoughtless" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"toward" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"true" 1 1 0 0 2 1 1 2 0 1 1 0 11 4 1 0 0 1 6 1 1 3 0 0 8 0 1 7 0 2 0 1 2 3 1 0 0 0 0 0 0 1 0 0 0 1 3 0 1 12 1 11 1 4 3 1 3 0 1 0 1 0 0 1 1 1 2 0 4 1 1 1 0 1 0 3 1 3 0 14 1 1 0 0 7 3 0 0 1 0 0 0 1 2 0 0 0 1 0 1 9 1 0 1 0 1 0 0 1 1 1 2 0 1 1 0 0 0 0 0 2 0 0 0 0 5 1 1 2 0 3 0 0 1 2 0 1 0 0 1 2 2 8 0 0 2 0 0 0 2 0 1 3 0 2 0 1 1 0 1 0 0 2 2 1 1 1 1 0 0 0 0 6 1 0 9 0 2 4 7 0 0 2 0 6 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 4 1 1 0 0 1 0 1 1 0 0
"trusty" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ugly" 0 0 1 0 0 2 0 0 0 0 0 2 2 0 1 0 0 0 1 0 0 0 0 0 2 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 3 0 1 2 0 0 2 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 2 1 4 0 2 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 3 0 0 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 2 3 1 0 4 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"uncertain" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"unfaithful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"unhappy" 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 0 1 0 0 0 0 0 2 0 0 1 0 2 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 3 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 4 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 2 1 0 0 1 1 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 3 1 0 0 1 0 0 0 0 1 0 0 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"unthinking" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"vain" 1 0 0 0 0 0 0 0 0 0 1 0 2 1 0 0 0 0 1 0 0 0 0 0 1 1 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 5 0 1 1 0 0 0 0 1 0 0 0 2 0 0 1 1 2 0 0 0 1 0 0 0 0 1 1 5 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 4 0 0 2 0 1 1 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0
"vicious" 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"vigilant" 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"violent" 1 0 0 0 0 0 1 0 0 0 0 0 4 2 0 0 0 0 1 0 0 0 0 0 3 0 1 0 0 1 0 0 0 1 3 0 0 1 0 0 0 0 1 1 0 0 2 0 1 2 0 6 1 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 6 0 1 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 1 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 2 0 0 0 0 1 0 0 1 1 1 1 0 0 2 1 0 1 0 0 1 0 3 0 0 0 2 0 0 1 0 4 1 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 3 0 5 0 1 2 1 2 1 0 0 0 2 0 2 0 0 1 1 1 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"voracious" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"weak" 0 0 1 0 0 0 0 1 1 0 0 1 2 1 0 0 0 0 1 0 0 0 0 0 3 0 1 2 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 1 0 2 0 0 2 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 2 0 0 0 0 1 1 0 0 1 0 0 0 2 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 1 0 2 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 2 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"wise" 1 0 1 0 0 0 1 0 0 0 1 0 5 2 0 0 1 0 3 0 0 1 0 0 2 0 0 2 0 1 0 0 1 1 0 0 0 0 0 2 0 0 0 1 0 0 1 0 0 2 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 2 0 0 0 5 0 0 0 0 2 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 3 1 0 0 1 0 0 0 0 1 1 1 0 1 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 4 1 0 1 0 0 0 2 0 2 0 1 3 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"willing" 0 1 0 0 2 0 0 1 1 0 0 0 8 1 1 0 0 0 2 1 0 0 1 0 4 0 1 5 1 0 1 2 0 1 1 1 0 0 0 1 0 0 0 1 0 0 4 0 2 7 0 4 0 5 3 1 3 0 1 2 0 0 0 2 2 0 1 1 3 1 1 1 1 0 1 2 1 3 0 9 1 0 0 0 4 4 0 0 0 0 0 0 0 1 0 0 0 1 0 1 6 4 0 0 0 1 0 1 0 0 0 0 1 2 0 0 1 1 1 0 1 0 0 0 0 1 0 1 0 0 1 0 1 1 2 0 1 0 0 0 2 1 9 0 1 0 0 0 1 1 0 3 0 1 1 1 1 0 0 3 0 0 1 1 0 0 0 1 1 0 0 0 6 1 0 5 0 0 1 5 0 0 1 1 2 0 0 0 4 0 0 0 1 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"unkindly" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vindictive" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ticklish" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tough" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
